poi_id,name,poi_type,latitude,longitude,station_id,district_id,address,category,geometry,risk_factor,opening_hours,footfall_score
POI-003118,Bank - Koppal PS-4 Area,Bank,15.25627,76.27491,STN-KA-KPT-0003,KA-KPT,"Near Koppal PS-4, Koppal",Unspecified,,0.5,24/7,50
POI-003119,Bank - Koppal PS-4 Area,Bank,15.2657,76.22257,STN-KA-KPT-0003,KA-KPT,"Near Koppal PS-4, Koppal",Unspecified,,0.5,24/7,50
POI-003120,School - Koppal PS-4 Area,School,15.26979,76.26976,STN-KA-KPT-0003,KA-KPT,"Near Koppal PS-4, Koppal",Unspecified,,0.5,24/7,50
POI-003121,Bank - Gangavathi PS-5 Area,Bank,15.78863,76.37061,STN-KA-KPT-0004,KA-KPT,"Near Gangavathi PS-5, Koppal",Unspecified,,0.5,24/7,50
POI-003122,Temple - Gangavathi PS-5 Area,Temple,15.76637,76.37629,STN-KA-KPT-0004,KA-KPT,"Near Gangavathi PS-5, Koppal",Unspecified,,0.5,24/7,50
POI-003123,Jewellery Shop - Gangavathi PS-5 Area,Jewellery Shop,15.77948,76.35302,STN-KA-KPT-0004,KA-KPT,"Near Gangavathi PS-5, Koppal",Unspecified,,0.5,24/7,50
POI-003124,Bank - Gangavathi PS-5 Area,Bank,15.79269,76.3724,STN-KA-KPT-0004,KA-KPT,"Near Gangavathi PS-5, Koppal",Unspecified,,0.5,24/7,50
POI-003125,Market - Gangavathi PS-5 Area,Market,15.80476,76.39535,STN-KA-KPT-0004,KA-KPT,"Near Gangavathi PS-5, Koppal",Unspecified,,0.5,24/7,50
POI-003126,Jewellery Shop - Gangavathi PS-5 Area,Jewellery Shop,15.75726,76.3934,STN-KA-KPT-0004,KA-KPT,"Near Gangavathi PS-5, Koppal",Unspecified,,0.5,24/7,50
POI-003127,Market - Gangavathi PS-5 Area,Market,15.76646,76.37396,STN-KA-KPT-0004,KA-KPT,"Near Gangavathi PS-5, Koppal",Unspecified,,0.5,24/7,50
POI-003128,School - Gangavathi PS-5 Area,School,15.76197,76.35174,STN-KA-KPT-0004,KA-KPT,"Near Gangavathi PS-5, Koppal",Unspecified,,0.5,24/7,50
POI-003129,ATM - Gangavathi PS-6 Area,ATM,15.31798,76.5114,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003130,Market - Gangavathi PS-6 Area,Market,15.33684,76.54525,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003131,ATM - Gangavathi PS-6 Area,ATM,15.3408,76.55607,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003132,School - Gangavathi PS-6 Area,School,15.36255,76.53892,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003133,School - Gangavathi PS-6 Area,School,15.36873,76.51613,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003134,Temple - Gangavathi PS-6 Area,Temple,15.37395,76.51658,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003135,Liquor Store - Gangavathi PS-6 Area,Liquor Store,15.37205,76.51454,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003136,Market - Gangavathi PS-6 Area,Market,15.33096,76.50566,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003137,Metro Station - Gangavathi PS-6 Area,Metro Station,15.34721,76.50611,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003138,Temple - Gangavathi PS-6 Area,Temple,15.32598,76.52628,STN-KA-KPT-0005,KA-KPT,"Near Gangavathi PS-6, Koppal",Unspecified,,0.5,24/7,50
POI-003139,Bank - Kushtagi PS-7 Area,Bank,15.34918,76.34558,STN-KA-KPT-0006,KA-KPT,"Near Kushtagi PS-7, Koppal",Unspecified,,0.5,24/7,50
POI-003140,School - Kushtagi PS-7 Area,School,15.31205,76.34467,STN-KA-KPT-0006,KA-KPT,"Near Kushtagi PS-7, Koppal",Unspecified,,0.5,24/7,50
POI-003141,ATM - Kushtagi PS-7 Area,ATM,15.31152,76.33916,STN-KA-KPT-0006,KA-KPT,"Near Kushtagi PS-7, Koppal",Unspecified,,0.5,24/7,50
POI-003142,Bank - Kushtagi PS-8 Area,Bank,15.24711,76.50462,STN-KA-KPT-0007,KA-KPT,"Near Kushtagi PS-8, Koppal",Unspecified,,0.5,24/7,50
POI-003143,Temple - Kushtagi PS-8 Area,Temple,15.27655,76.51446,STN-KA-KPT-0007,KA-KPT,"Near Kushtagi PS-8, Koppal",Unspecified,,0.5,24/7,50
POI-003144,Liquor Store - Kushtagi PS-8 Area,Liquor Store,15.2339,76.50013,STN-KA-KPT-0007,KA-KPT,"Near Kushtagi PS-8, Koppal",Unspecified,,0.5,24/7,50
POI-003145,Metro Station - Yelburga PS-9 Area,Metro Station,15.68092,76.46286,STN-KA-KPT-0008,KA-KPT,"Near Yelburga PS-9, Koppal",Unspecified,,0.5,24/7,50
POI-003146,Jewellery Shop - Yelburga PS-9 Area,Jewellery Shop,15.65941,76.47336,STN-KA-KPT-0008,KA-KPT,"Near Yelburga PS-9, Koppal",Unspecified,,0.5,24/7,50
POI-003147,Market - Yelburga PS-9 Area,Market,15.69163,76.51086,STN-KA-KPT-0008,KA-KPT,"Near Yelburga PS-9, Koppal",Unspecified,,0.5,24/7,50
POI-003148,Liquor Store - Yelburga PS-9 Area,Liquor Store,15.7058,76.4765,STN-KA-KPT-0008,KA-KPT,"Near Yelburga PS-9, Koppal",Unspecified,,0.5,24/7,50
POI-003149,Jewellery Shop - Yelburga PS-9 Area,Jewellery Shop,15.67376,76.46247,STN-KA-KPT-0008,KA-KPT,"Near Yelburga PS-9, Koppal",Unspecified,,0.5,24/7,50
POI-003150,School - Yelburga PS-9 Area,School,15.69444,76.45683,STN-KA-KPT-0008,KA-KPT,"Near Yelburga PS-9, Koppal",Unspecified,,0.5,24/7,50
POI-003151,School - Yelburga PS-9 Area,School,15.66675,76.50823,STN-KA-KPT-0008,KA-KPT,"Near Yelburga PS-9, Koppal",Unspecified,,0.5,24/7,50
POI-003152,Bank - Yelburga PS-10 Area,Bank,15.697,76.23574,STN-KA-KPT-0009,KA-KPT,"Near Yelburga PS-10, Koppal",Unspecified,,0.5,24/7,50
POI-003153,Liquor Store - Yelburga PS-10 Area,Liquor Store,15.72902,76.19686,STN-KA-KPT-0009,KA-KPT,"Near Yelburga PS-10, Koppal",Unspecified,,0.5,24/7,50
POI-003154,Temple - Yelburga PS-10 Area,Temple,15.69459,76.19086,STN-KA-KPT-0009,KA-KPT,"Near Yelburga PS-10, Koppal",Unspecified,,0.5,24/7,50
POI-003155,Market - Yelburga PS-10 Area,Market,15.70409,76.22244,STN-KA-KPT-0009,KA-KPT,"Near Yelburga PS-10, Koppal",Unspecified,,0.5,24/7,50
POI-003156,ATM - Yelburga PS-10 Area,ATM,15.70949,76.20408,STN-KA-KPT-0009,KA-KPT,"Near Yelburga PS-10, Koppal",Unspecified,,0.5,24/7,50
POI-003157,ATM - Yelburga PS-10 Area,ATM,15.72018,76.19481,STN-KA-KPT-0009,KA-KPT,"Near Yelburga PS-10, Koppal",Unspecified,,0.5,24/7,50
POI-003158,Bank - Yelburga PS-10 Area,Bank,15.68109,76.23751,STN-KA-KPT-0009,KA-KPT,"Near Yelburga PS-10, Koppal",Unspecified,,0.5,24/7,50
POI-003159,Jewellery Shop - Yadgir Town PS Area,Jewellery Shop,16.64306,76.64595,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003160,Metro Station - Yadgir Town PS Area,Metro Station,16.65584,76.6849,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003161,Liquor Store - Yadgir Town PS Area,Liquor Store,16.65581,76.63978,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003162,Temple - Yadgir Town PS Area,Temple,16.63699,76.65846,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003163,Liquor Store - Yadgir Town PS Area,Liquor Store,16.66483,76.68835,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003164,Metro Station - Yadgir Town PS Area,Metro Station,16.66916,76.63164,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003165,Temple - Yadgir Town PS Area,Temple,16.68248,76.65066,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003166,ATM - Yadgir Town PS Area,ATM,16.63635,76.67875,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003167,Bank - Yadgir Town PS Area,Bank,16.63359,76.6687,STN-KA-YDG-0000,KA-YDG,"Near Yadgir Town PS, Yadgir",Unspecified,,0.5,24/7,50
POI-003168,Temple - Yadgir PS-2 Area,Temple,16.88724,76.8844,STN-KA-YDG-0001,KA-YDG,"Near Yadgir PS-2, Yadgir",Unspecified,,0.5,24/7,50
POI-003169,Metro Station - Yadgir PS-2 Area,Metro Station,16.88175,76.84868,STN-KA-YDG-0001,KA-YDG,"Near Yadgir PS-2, Yadgir",Unspecified,,0.5,24/7,50
POI-003170,Temple - Yadgir PS-2 Area,Temple,16.87513,76.83144,STN-KA-YDG-0001,KA-YDG,"Near Yadgir PS-2, Yadgir",Unspecified,,0.5,24/7,50
POI-003171,Liquor Store - Yadgir PS-2 Area,Liquor Store,16.89222,76.84714,STN-KA-YDG-0001,KA-YDG,"Near Yadgir PS-2, Yadgir",Unspecified,,0.5,24/7,50
POI-003172,Bank - Yadgir PS-2 Area,Bank,16.84463,76.8457,STN-KA-YDG-0001,KA-YDG,"Near Yadgir PS-2, Yadgir",Unspecified,,0.5,24/7,50
POI-003173,ATM - Yadgir PS-2 Area,ATM,16.90286,76.87769,STN-KA-YDG-0001,KA-YDG,"Near Yadgir PS-2, Yadgir",Unspecified,,0.5,24/7,50
POI-003174,Temple - Yadgir PS-3 Area,Temple,16.59683,76.70841,STN-KA-YDG-0002,KA-YDG,"Near Yadgir PS-3, Yadgir",Unspecified,,0.5,24/7,50
POI-003175,Market - Yadgir PS-3 Area,Market,16.57222,76.70122,STN-KA-YDG-0002,KA-YDG,"Near Yadgir PS-3, Yadgir",Unspecified,,0.5,24/7,50
POI-003176,ATM - Yadgir PS-3 Area,ATM,16.5412,76.69979,STN-KA-YDG-0002,KA-YDG,"Near Yadgir PS-3, Yadgir",Unspecified,,0.5,24/7,50
POI-003177,Jewellery Shop - Yadgir PS-3 Area,Jewellery Shop,16.58721,76.67113,STN-KA-YDG-0002,KA-YDG,"Near Yadgir PS-3, Yadgir",Unspecified,,0.5,24/7,50
POI-003178,School - Yadgir PS-3 Area,School,16.59171,76.70026,STN-KA-YDG-0002,KA-YDG,"Near Yadgir PS-3, Yadgir",Unspecified,,0.5,24/7,50
POI-003179,Market - Yadgir PS-3 Area,Market,16.5908,76.6774,STN-KA-YDG-0002,KA-YDG,"Near Yadgir PS-3, Yadgir",Unspecified,,0.5,24/7,50
POI-003180,Bank - Yadgir PS-3 Area,Bank,16.544,76.67108,STN-KA-YDG-0002,KA-YDG,"Near Yadgir PS-3, Yadgir",Unspecified,,0.5,24/7,50
POI-003181,Jewellery Shop - Yadgir PS-3 Area,Jewellery Shop,16.57251,76.71296,STN-KA-YDG-0002,KA-YDG,"Near Yadgir PS-3, Yadgir",Unspecified,,0.5,24/7,50
POI-003182,Metro Station - Yadgir PS-4 Area,Metro Station,16.60294,76.74674,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003183,Liquor Store - Yadgir PS-4 Area,Liquor Store,16.62094,76.70667,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003184,Liquor Store - Yadgir PS-4 Area,Liquor Store,16.62881,76.75257,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003185,Market - Yadgir PS-4 Area,Market,16.59175,76.75654,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003186,Jewellery Shop - Yadgir PS-4 Area,Jewellery Shop,16.57842,76.7044,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003187,Jewellery Shop - Yadgir PS-4 Area,Jewellery Shop,16.62591,76.7578,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003188,School - Yadgir PS-4 Area,School,16.59954,76.74484,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003189,Market - Yadgir PS-4 Area,Market,16.57674,76.73891,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003190,Liquor Store - Yadgir PS-4 Area,Liquor Store,16.57874,76.7391,STN-KA-YDG-0003,KA-YDG,"Near Yadgir PS-4, Yadgir",Unspecified,,0.5,24/7,50
POI-003191,Bank - Gurmatkal PS-5 Area,Bank,16.4092,76.89787,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003192,Temple - Gurmatkal PS-5 Area,Temple,16.44321,76.8982,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003193,School - Gurmatkal PS-5 Area,School,16.4111,76.90401,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003194,Jewellery Shop - Gurmatkal PS-5 Area,Jewellery Shop,16.43749,76.8805,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003195,ATM - Gurmatkal PS-5 Area,ATM,16.41153,76.88874,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003196,Metro Station - Gurmatkal PS-5 Area,Metro Station,16.4088,76.91734,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003197,Jewellery Shop - Gurmatkal PS-5 Area,Jewellery Shop,16.42873,76.87251,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003198,Liquor Store - Gurmatkal PS-5 Area,Liquor Store,16.43752,76.88927,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003199,Metro Station - Gurmatkal PS-5 Area,Metro Station,16.40124,76.90629,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003200,Liquor Store - Gurmatkal PS-5 Area,Liquor Store,16.43931,76.90272,STN-KA-YDG-0004,KA-YDG,"Near Gurmatkal PS-5, Yadgir",Unspecified,,0.5,24/7,50
POI-003201,Market - Gurmatkal PS-6 Area,Market,16.57726,77.0037,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003202,School - Gurmatkal PS-6 Area,School,16.55763,77.00027,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003203,ATM - Gurmatkal PS-6 Area,ATM,16.59856,76.97121,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003204,ATM - Gurmatkal PS-6 Area,ATM,16.59404,76.97734,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003205,ATM - Gurmatkal PS-6 Area,ATM,16.58717,76.98989,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003206,Jewellery Shop - Gurmatkal PS-6 Area,Jewellery Shop,16.55031,77.00045,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003207,Metro Station - Gurmatkal PS-6 Area,Metro Station,16.59559,77.01158,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003208,School - Gurmatkal PS-6 Area,School,16.58891,76.98009,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003209,ATM - Gurmatkal PS-6 Area,ATM,16.57752,76.99116,STN-KA-YDG-0005,KA-YDG,"Near Gurmatkal PS-6, Yadgir",Unspecified,,0.5,24/7,50
POI-003210,Bank - Gurmatkal PS-7 Area,Bank,16.67758,76.7229,STN-KA-YDG-0006,KA-YDG,"Near Gurmatkal PS-7, Yadgir",Unspecified,,0.5,24/7,50
POI-003211,Metro Station - Gurmatkal PS-7 Area,Metro Station,16.67446,76.72346,STN-KA-YDG-0006,KA-YDG,"Near Gurmatkal PS-7, Yadgir",Unspecified,,0.5,24/7,50
POI-003212,Metro Station - Gurmatkal PS-7 Area,Metro Station,16.65587,76.69433,STN-KA-YDG-0006,KA-YDG,"Near Gurmatkal PS-7, Yadgir",Unspecified,,0.5,24/7,50
POI-003213,Market - Shorapur PS-8 Area,Market,16.6034,76.64302,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003214,Bank - Shorapur PS-8 Area,Bank,16.63534,76.64906,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003215,School - Shorapur PS-8 Area,School,16.58482,76.61768,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003216,Jewellery Shop - Shorapur PS-8 Area,Jewellery Shop,16.59001,76.64609,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003217,School - Shorapur PS-8 Area,School,16.60346,76.62504,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003218,School - Shorapur PS-8 Area,School,16.63836,76.61081,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003219,Jewellery Shop - Shorapur PS-8 Area,Jewellery Shop,16.61477,76.63097,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003220,Temple - Shorapur PS-8 Area,Temple,16.62603,76.64273,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003221,Bank - Shorapur PS-8 Area,Bank,16.63543,76.63027,STN-KA-YDG-0007,KA-YDG,"Near Shorapur PS-8, Yadgir",Unspecified,,0.5,24/7,50
POI-003222,Jewellery Shop - Shorapur PS-9 Area,Jewellery Shop,16.40242,76.83646,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003223,Market - Shorapur PS-9 Area,Market,16.39241,76.78638,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003224,Jewellery Shop - Shorapur PS-9 Area,Jewellery Shop,16.42245,76.84066,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003225,Metro Station - Shorapur PS-9 Area,Metro Station,16.37361,76.81422,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003226,Market - Shorapur PS-9 Area,Market,16.38948,76.81593,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003227,Market - Shorapur PS-9 Area,Market,16.42435,76.8138,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003228,Temple - Shorapur PS-9 Area,Temple,16.36681,76.81252,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003229,Bank - Shorapur PS-9 Area,Bank,16.39537,76.84004,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003230,Liquor Store - Shorapur PS-9 Area,Liquor Store,16.36826,76.83385,STN-KA-YDG-0008,KA-YDG,"Near Shorapur PS-9, Yadgir",Unspecified,,0.5,24/7,50
POI-003231,Metro Station - Shorapur PS-10 Area,Metro Station,16.50784,76.82951,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003232,ATM - Shorapur PS-10 Area,ATM,16.53879,76.81568,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003233,Market - Shorapur PS-10 Area,Market,16.56222,76.83728,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003234,School - Shorapur PS-10 Area,School,16.52754,76.85273,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003235,Jewellery Shop - Shorapur PS-10 Area,Jewellery Shop,16.51751,76.81068,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003236,Bank - Shorapur PS-10 Area,Bank,16.52095,76.80095,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003237,Jewellery Shop - Shorapur PS-10 Area,Jewellery Shop,16.53992,76.81006,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003238,Temple - Shorapur PS-10 Area,Temple,16.51341,76.83572,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003239,Bank - Shorapur PS-10 Area,Bank,16.5462,76.81158,STN-KA-YDG-0009,KA-YDG,"Near Shorapur PS-10, Yadgir",Unspecified,,0.5,24/7,50
POI-003240,Metro Station - Hosapete Town PS Area,Metro Station,15.28838,76.1321,STN-KA-VKT-0000,KA-VKT,"Near Hosapete Town PS, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003241,Market - Hosapete Town PS Area,Market,15.26837,76.16233,STN-KA-VKT-0000,KA-VKT,"Near Hosapete Town PS, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003242,Market - Hosapete Town PS Area,Market,15.24748,76.12929,STN-KA-VKT-0000,KA-VKT,"Near Hosapete Town PS, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003243,Liquor Store - Hosapete Town PS Area,Liquor Store,15.26881,76.14522,STN-KA-VKT-0000,KA-VKT,"Near Hosapete Town PS, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003244,Bank - Hosapete Town PS Area,Bank,15.23537,76.11839,STN-KA-VKT-0000,KA-VKT,"Near Hosapete Town PS, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003245,Jewellery Shop - Hosapete PS-2 Area,Jewellery Shop,15.02618,76.15196,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003246,Temple - Hosapete PS-2 Area,Temple,15.00456,76.14882,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003247,ATM - Hosapete PS-2 Area,ATM,15.05229,76.16757,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003248,Market - Hosapete PS-2 Area,Market,15.02883,76.16754,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003249,Market - Hosapete PS-2 Area,Market,15.00212,76.172,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003250,Liquor Store - Hosapete PS-2 Area,Liquor Store,14.99788,76.13073,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003251,School - Hosapete PS-2 Area,School,15.03034,76.14763,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003252,ATM - Hosapete PS-2 Area,ATM,15.036,76.122,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003253,Temple - Hosapete PS-2 Area,Temple,15.01366,76.11667,STN-KA-VKT-0001,KA-VKT,"Near Hosapete PS-2, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003254,Liquor Store - Hosapete PS-3 Area,Liquor Store,14.99912,76.21911,STN-KA-VKT-0002,KA-VKT,"Near Hosapete PS-3, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003255,ATM - Hosapete PS-3 Area,ATM,15.03149,76.18089,STN-KA-VKT-0002,KA-VKT,"Near Hosapete PS-3, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003256,School - Hosapete PS-4 Area,School,14.86214,76.36294,STN-KA-VKT-0003,KA-VKT,"Near Hosapete PS-4, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003257,Temple - Hosapete PS-4 Area,Temple,14.85821,76.33338,STN-KA-VKT-0003,KA-VKT,"Near Hosapete PS-4, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003258,Market - Hosapete PS-4 Area,Market,14.80731,76.33932,STN-KA-VKT-0003,KA-VKT,"Near Hosapete PS-4, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003259,Market - Hosapete PS-4 Area,Market,14.86086,76.34174,STN-KA-VKT-0003,KA-VKT,"Near Hosapete PS-4, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003260,Liquor Store - Hosapete PS-4 Area,Liquor Store,14.85735,76.36295,STN-KA-VKT-0003,KA-VKT,"Near Hosapete PS-4, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003261,Market - Hosapete PS-4 Area,Market,14.84932,76.35391,STN-KA-VKT-0003,KA-VKT,"Near Hosapete PS-4, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003262,Metro Station - Hosapete PS-4 Area,Metro Station,14.84676,76.37082,STN-KA-VKT-0003,KA-VKT,"Near Hosapete PS-4, Vijayanagara",Unspecified,,0.5,24/7,50
POI-003263,Temple - Hosapete PS-4 Area,Temple,14.8087,76.35386,STN-KA-VKT-0003,KA-VKT,"Near Hosapete PS-4, Vijayanagara",Unspecified,,0.5,24/7,50
