station_id,name,district_id,district_name,taluk,station_type,jurisdiction_area_km2,population_served,officer_quota,latitude,longitude,established_year,is_cyber_cell,is_traffic_cell,phone,address
STN-KA-UDR-0012,Kundapura PS-13,KA-UDR,Udupi,Kundapura,city,29.97,279668,33,13.440375,74.954334,1963,false,false,080-22830705,"Near Main Road, Kundapura, Udupi"
STN-KA-UDR-0013,Kundapura PS-14,KA-UDR,Udupi,Kundapura,town,70.64,26090,23,13.367111,75.028096,1984,false,false,080-26714837,"Near Taluk Office, Kundapura, Udupi"
STN-KA-UDR-0014,Kundapura PS-15,KA-UDR,Udupi,Kundapura,rural,495.63,7829,5,13.273314,74.893605,1979,false,true,080-21671067,"Near Main Road, Kundapura, Udupi"
STN-KA-UDR-0015,Kundapura PS-16,KA-UDR,Udupi,Kundapura,city,17.45,366976,39,13.656103,74.996648,2013,false,true,080-28353359,"Near Court Complex, Kundapura, Udupi"
STN-KA-UDR-0016,Karkala PS-17,KA-UDR,Udupi,Karkala,town,127.14,14141,13,13.470069,75.111725,2006,false,true,080-29339314,"Near Taluk Office, Karkala, Udupi"
STN-KA-UDR-0017,Karkala PS-18,KA-UDR,Udupi,Karkala,town,46.14,24336,27,13.543326,74.885547,1970,false,false,080-28299539,"Near Court Complex, Karkala, Udupi"
STN-KA-UDR-0018,Karkala PS-19,KA-UDR,Udupi,Karkala,town,64.13,15913,21,13.685732,74.95038,1993,false,false,080-25995607,"Near Court Complex, Karkala, Udupi"
STN-KA-UDR-0019,Karkala PS-20,KA-UDR,Udupi,Karkala,town,59.31,21133,19,13.402557,74.611827,1991,true,false,080-27087921,"Near Court Complex, Karkala, Udupi"
STN-KA-UDR-0020,Karkala PS-21,KA-UDR,Udupi,Karkala,town,86.36,59510,28,13.684996,74.660034,1976,false,false,080-25696526,"Near Bus Stand, Karkala, Udupi"
STN-KA-UDR-0021,Karkala PS-22,KA-UDR,Udupi,Karkala,town,82.32,19872,18,13.378392,74.944112,1978,false,false,080-29700473,"Near Main Road, Karkala, Udupi"
STN-KA-UDR-0022,Karkala PS-23,KA-UDR,Udupi,Karkala,town,97.97,37490,12,13.502784,74.779945,1990,false,false,080-28646460,"Near Court Complex, Karkala, Udupi"
STN-KA-UDR-0023,Brahmavar PS-24,KA-UDR,Udupi,Brahmavar,town,105.34,75431,24,13.762298,74.919632,2005,false,false,080-21004647,"Near Bus Stand, Brahmavar, Udupi"
STN-KA-UDR-0024,Brahmavar PS-25,KA-UDR,Udupi,Brahmavar,town,58.84,49357,20,13.580356,75.10758,1984,false,false,080-24302460,"Near Bus Stand, Brahmavar, Udupi"
STN-KA-UDR-0025,Brahmavar PS-26,KA-UDR,Udupi,Brahmavar,rural,159.7,18209,10,13.453211,75.143393,1975,true,true,080-24335179,"Near Taluk Office, Brahmavar, Udupi"
STN-KA-UDR-0026,Brahmavar PS-27,KA-UDR,Udupi,Brahmavar,town,35.07,12609,12,13.56096,75.120303,2002,false,false,080-21515088,"Near Court Complex, Brahmavar, Udupi"
STN-KA-UDR-0027,Brahmavar PS-28,KA-UDR,Udupi,Brahmavar,town,98.52,78414,12,13.559893,75.063915,1990,false,false,080-26542286,"Near Bus Stand, Brahmavar, Udupi"
STN-KA-UDR-0028,Brahmavar PS-29,KA-UDR,Udupi,Brahmavar,rural,224.94,16381,4,13.494215,74.824823,1964,false,false,080-24133011,"Near Taluk Office, Brahmavar, Udupi"
STN-KA-UDR-0029,Brahmavar PS-30,KA-UDR,Udupi,Brahmavar,town,115.88,14562,17,13.531637,74.785561,1996,false,false,080-28974312,"Near Bus Stand, Brahmavar, Udupi"
STN-KA-MDY-0000,Mandya Rural PS,KA-MDY,Mandya,Mandya,rural,287.54,5957,8,12.426232,76.945123,2006,false,false,080-26816395,"Near Main Road, Mandya, Mandya"
STN-KA-MDY-0001,Mandya PS-2,KA-MDY,Mandya,Mandya,rural,479.17,13902,5,12.794641,76.849241,2014,true,false,080-29189346,"Near Taluk Office, Mandya, Mandya"
STN-KA-MDY-0002,Mandya PS-3,KA-MDY,Mandya,Mandya,rural,374.48,7459,7,12.676978,76.656861,1960,true,true,080-22182597,"Near Court Complex, Mandya, Mandya"
STN-KA-MDY-0003,Maddur PS-4,KA-MDY,Mandya,Maddur,rural,196.73,12233,10,12.52056,76.696747,1998,false,false,080-23766269,"Near Main Road, Maddur, Mandya"
STN-KA-MDY-0004,Maddur PS-5,KA-MDY,Mandya,Maddur,town,107.65,70610,15,12.540621,76.714452,1983,true,false,080-22854188,"Near Main Road, Maddur, Mandya"
STN-KA-MDY-0005,Maddur PS-6,KA-MDY,Mandya,Maddur,town,82.22,74769,16,12.867631,76.906706,1984,false,false,080-22184382,"Near Court Complex, Maddur, Mandya"
STN-KA-MDY-0006,Malavalli PS-7,KA-MDY,Mandya,Malavalli,town,149.42,34820,23,12.317264,76.988064,1980,false,false,080-26201492,"Near Court Complex, Malavalli, Mandya"
STN-KA-MDY-0007,Malavalli PS-8,KA-MDY,Mandya,Malavalli,town,45.98,62108,22,12.741662,76.628113,1962,false,true,080-23939985,"Near Court Complex, Malavalli, Mandya"
STN-KA-MDY-0008,Malavalli PS-9,KA-MDY,Mandya,Malavalli,rural,488.52,3175,10,12.481504,76.697348,1997,true,false,080-20689962,"Near Bus Stand, Malavalli, Mandya"
STN-KA-MDY-0009,Nagamangala PS-10,KA-MDY,Mandya,Nagamangala,rural,268.71,5937,10,12.385077,76.558421,1955,false,false,080-24714408,"Near Taluk Office, Nagamangala, Mandya"
STN-KA-MDY-0010,Nagamangala PS-11,KA-MDY,Mandya,Nagamangala,rural,364.53,19940,6,12.489326,76.997283,1969,false,false,080-27381800,"Near Main Road, Nagamangala, Mandya"
STN-KA-MDY-0011,Nagamangala PS-12,KA-MDY,Mandya,Nagamangala,town,57.58,31437,13,12.324475,76.67826,2012,false,true,080-22483929,"Near Main Road, Nagamangala, Mandya"
STN-KA-MDY-0012,Pandavapura PS-13,KA-MDY,Mandya,Pandavapura,rural,213.23,11938,7,12.650128,76.985814,1973,false,true,080-28356912,"Near Main Road, Pandavapura, Mandya"
STN-KA-MDY-0013,Pandavapura PS-14,KA-MDY,Mandya,Pandavapura,rural,388.22,6475,6,12.317325,76.730117,2011,false,false,080-29969093,"Near Main Road, Pandavapura, Mandya"
STN-KA-MDY-0014,Pandavapura PS-15,KA-MDY,Mandya,Pandavapura,rural,482.81,9926,8,12.493903,76.527768,1959,false,false,080-21552748,"Near Court Complex, Pandavapura, Mandya"
STN-KA-MDY-0015,Shrirangapattana PS-16,KA-MDY,Mandya,Shrirangapattana,rural,452.93,9823,10,12.470962,76.876279,1969,true,false,080-27253770,"Near Taluk Office, Shrirangapattana, Mandya"
STN-KA-MDY-0016,Shrirangapattana PS-17,KA-MDY,Mandya,Shrirangapattana,town,41.53,74175,22,12.461088,76.80017,1961,false,false,080-23126532,"Near Court Complex, Shrirangapattana, Mandya"
STN-KA-MDY-0017,Shrirangapattana PS-18,KA-MDY,Mandya,Shrirangapattana,rural,490.65,8081,12,12.677736,76.762339,1987,false,true,080-28012989,"Near Taluk Office, Shrirangapattana, Mandya"
STN-KA-CHT-0000,Chamarajanagara Rural PS,KA-CHT,Chamarajanagara,Chamarajanagara,rural,255.14,17015,4,12.030597,77.417302,2015,true,false,080-21585184,"Near Court Complex, Chamarajanagara, Chamarajanagara"
STN-KA-CHT-0001,Chamarajanagara PS-2,KA-CHT,Chamarajanagara,Chamarajanagara,rural,419.03,18167,10,11.727155,76.916252,1988,false,false,080-27548873,"Near Taluk Office, Chamarajanagara, Chamarajanagara"
STN-KA-CHT-0002,Chamarajanagara PS-3,KA-CHT,Chamarajanagara,Chamarajanagara,rural,215.52,11497,10,12.020626,76.505847,1964,true,false,080-27720254,"Near Court Complex, Chamarajanagara, Chamarajanagara"
STN-KA-CHT-0003,Chamarajanagara PS-4,KA-CHT,Chamarajanagara,Chamarajanagara,rural,365.86,12917,6,11.708326,76.611913,1952,false,true,080-20449886,"Near Bus Stand, Chamarajanagara, Chamarajanagara"
STN-KA-CHT-0004,Gundlupete PS-5,KA-CHT,Chamarajanagara,Gundlupete,rural,302.53,5821,6,11.984393,76.521817,1971,false,false,080-27470322,"Near Court Complex, Gundlupete, Chamarajanagara"
STN-KA-CHT-0005,Gundlupete PS-6,KA-CHT,Chamarajanagara,Gundlupete,rural,234.92,4668,5,12.078246,77.213093,2003,false,false,080-29996528,"Near Taluk Office, Gundlupete, Chamarajanagara"
STN-KA-CHT-0006,Hanur PS-7,KA-CHT,Chamarajanagara,Hanur,town,88.33,73950,11,11.711412,77.076403,1958,false,false,080-27941293,"Near Main Road, Hanur, Chamarajanagara"
STN-KA-CHT-0007,Hanur PS-8,KA-CHT,Chamarajanagara,Hanur,rural,306.91,8286,11,11.906308,76.732103,1978,false,false,080-27859576,"Near Bus Stand, Hanur, Chamarajanagara"
STN-KA-CHT-0008,Yelandur PS-9,KA-CHT,Chamarajanagara,Yelandur,rural,295.9,18477,7,11.869474,77.249254,2011,true,true,080-28257506,"Near Main Road, Yelandur, Chamarajanagara"
STN-KA-CHT-0009,Yelandur PS-10,KA-CHT,Chamarajanagara,Yelandur,rural,232.15,3594,9,12.106157,76.674715,2014,true,true,080-27224612,"Near Main Road, Yelandur, Chamarajanagara"
STN-KA-KLR-0000,Kolar Town PS,KA-KLR,Kolar,Kolar,town,56.89,56562,27,13.248159,78.426704,2015,false,true,080-20845941,"Near Court Complex, Kolar, Kolar"
STN-KA-KLR-0001,Kolar PS-2,KA-KLR,Kolar,Kolar,rural,491.13,4375,6,13.114963,78.435435,1996,true,true,080-27407441,"Near Court Complex, Kolar, Kolar"
STN-KA-KLR-0002,Kolar PS-3,KA-KLR,Kolar,Kolar,town,73.65,36462,10,13.217407,78.236832,1986,false,true,080-26248445,"Near Court Complex, Kolar, Kolar"
STN-KA-KLR-0003,Kolar PS-4,KA-KLR,Kolar,Kolar,rural,413.62,10477,10,13.25901,78.449033,1996,false,false,080-20166911,"Near Main Road, Kolar, Kolar"
STN-KA-KLR-0004,Kolar PS-5,KA-KLR,Kolar,Kolar,town,78.2,18056,11,13.251256,78.028905,1987,false,false,080-29288041,"Near Taluk Office, Kolar, Kolar"
STN-KA-KLR-0005,Kolar PS-6,KA-KLR,Kolar,Kolar,rural,247.92,16236,7,13.24379,78.31218,2006,false,false,080-26786479,"Near Bus Stand, Kolar, Kolar"
STN-KA-KLR-0006,Bangarpet PS-7,KA-KLR,Kolar,Bangarpet,rural,286.5,12303,12,13.075893,78.260668,1970,true,false,080-29058566,"Near Taluk Office, Bangarpet, Kolar"
STN-KA-KLR-0007,Bangarpet PS-8,KA-KLR,Kolar,Bangarpet,town,66.47,24475,21,13.113495,78.177237,1956,false,false,080-27528555,"Near Taluk Office, Bangarpet, Kolar"
STN-KA-KLR-0008,Bangarpet PS-9,KA-KLR,Kolar,Bangarpet,town,147.95,79899,19,13.133461,78.40754,1967,false,false,080-24154597,"Near Main Road, Bangarpet, Kolar"
STN-KA-KLR-0009,Malur PS-10,KA-KLR,Kolar,Malur,rural,422.49,7802,10,12.840974,78.031097,1966,false,false,080-26195728,"Near Court Complex, Malur, Kolar"
STN-KA-KLR-0010,Malur PS-11,KA-KLR,Kolar,Malur,rural,372.76,16661,6,13.052893,78.242382,2008,true,false,080-28877514,"Near Main Road, Malur, Kolar"
STN-KA-KLR-0011,Malur PS-12,KA-KLR,Kolar,Malur,town,33.91,58409,23,12.860433,78.285882,1955,false,true,080-25115785,"Near Taluk Office, Malur, Kolar"
STN-KA-KLR-0012,Mulbagal PS-13,KA-KLR,Kolar,Mulbagal,rural,200.0,4594,8,12.907791,78.409563,2012,true,false,080-21133544,"Near Main Road, Mulbagal, Kolar"
STN-KA-KLR-0013,Mulbagal PS-14,KA-KLR,Kolar,Mulbagal,rural,308.33,18572,6,13.180976,78.252382,2008,false,false,080-22499513,"Near Taluk Office, Mulbagal, Kolar"
STN-KA-KLR-0014,Mulbagal PS-15,KA-KLR,Kolar,Mulbagal,town,109.74,61825,11,13.167956,78.322958,1971,false,false,080-25181610,"Near Main Road, Mulbagal, Kolar"
STN-KA-KLR-0015,Srinivaspur PS-16,KA-KLR,Kolar,Srinivaspur,town,104.24,78387,25,13.248432,78.060142,1973,false,true,080-23452834,"Near Bus Stand, Srinivaspur, Kolar"
STN-KA-KLR-0016,Srinivaspur PS-17,KA-KLR,Kolar,Srinivaspur,rural,262.15,19104,9,13.018509,78.207468,1990,false,true,080-21666541,"Near Bus Stand, Srinivaspur, Kolar"
STN-KA-KLR-0017,Srinivaspur PS-18,KA-KLR,Kolar,Srinivaspur,rural,181.37,8544,9,12.890729,78.35665,1988,false,false,080-26926017,"Near Taluk Office, Srinivaspur, Kolar"
STN-KA-CHB-0000,Chikkaballapura Rural PS,KA-CHB,Chikkaballapura,Chikkaballapura,rural,192.34,10749,12,13.531029,77.580557,1957,false,false,080-21098206,"Near Court Complex, Chikkaballapura, Chikkaballapura"
STN-KA-CHB-0001,Chikkaballapura PS-2,KA-CHB,Chikkaballapura,Chikkaballapura,town,58.05,23305,27,13.482768,77.784722,1960,false,false,080-22388522,"Near Taluk Office, Chikkaballapura, Chikkaballapura"
STN-KA-CHB-0002,Chikkaballapura PS-3,KA-CHB,Chikkaballapura,Chikkaballapura,town,94.5,69210,24,13.691835,77.617167,1957,false,false,080-24209218,"Near Court Complex, Chikkaballapura, Chikkaballapura"
STN-KA-CHB-0003,Bagepalli PS-4,KA-CHB,Chikkaballapura,Bagepalli,rural,444.24,8289,5,13.480383,77.776713,1965,false,false,080-24688532,"Near Court Complex, Bagepalli, Chikkaballapura"
STN-KA-CHB-0004,Bagepalli PS-5,KA-CHB,Chikkaballapura,Bagepalli,town,144.89,54909,24,13.447557,78.188115,1993,false,false,080-25510598,"Near Main Road, Bagepalli, Chikkaballapura"
STN-KA-CHB-0005,Bagepalli PS-6,KA-CHB,Chikkaballapura,Bagepalli,town,30.25,32745,25,13.622879,78.051114,1959,false,false,080-27468826,"Near Main Road, Bagepalli, Chikkaballapura"
STN-KA-CHB-0006,Chintamani PS-7,KA-CHB,Chikkaballapura,Chintamani,rural,360.46,3276,9,13.861749,77.811204,1978,false,false,080-26003240,"Near Bus Stand, Chintamani, Chikkaballapura"
STN-KA-CHB-0007,Chintamani PS-8,KA-CHB,Chikkaballapura,Chintamani,town,105.03,40704,21,13.468454,78.133155,1976,true,false,080-26645223,"Near Main Road, Chintamani, Chikkaballapura"
STN-KA-CHB-0008,Chintamani PS-9,KA-CHB,Chikkaballapura,Chintamani,rural,343.12,5141,5,13.376459,78.153494,1979,false,false,080-24602459,"Near Bus Stand, Chintamani, Chikkaballapura"
STN-KA-CHB-0009,Gauribidanur PS-10,KA-CHB,Chikkaballapura,Gauribidanur,town,113.16,69497,23,13.812316,77.726099,2002,false,false,080-27828026,"Near Court Complex, Gauribidanur, Chikkaballapura"
STN-KA-CHB-0010,Gauribidanur PS-11,KA-CHB,Chikkaballapura,Gauribidanur,rural,402.43,16764,9,13.303096,77.636226,1960,false,false,080-23785409,"Near Court Complex, Gauribidanur, Chikkaballapura"
STN-KA-CHB-0011,Gauribidanur PS-12,KA-CHB,Chikkaballapura,Gauribidanur,town,53.63,22678,23,13.655518,77.938408,1992,false,true,080-27945295,"Near Bus Stand, Gauribidanur, Chikkaballapura"
STN-KA-CHB-0012,Gudibande PS-13,KA-CHB,Chikkaballapura,Gudibande,rural,331.89,17369,11,13.647361,77.559874,1957,false,false,080-21090992,"Near Bus Stand, Gudibande, Chikkaballapura"
STN-KA-CHB-0013,Gudibande PS-14,KA-CHB,Chikkaballapura,Gudibande,town,83.03,66602,11,13.331322,78.094951,2001,true,false,080-23910970,"Near Main Road, Gudibande, Chikkaballapura"
STN-KA-CHB-0014,Gudibande PS-15,KA-CHB,Chikkaballapura,Gudibande,rural,457.98,14128,11,13.610328,77.911469,1963,true,false,080-21133208,"Near Bus Stand, Gudibande, Chikkaballapura"
STN-KA-CHB-0015,Sidlaghatta PS-16,KA-CHB,Chikkaballapura,Sidlaghatta,town,60.75,68277,14,13.336295,77.718167,2005,false,false,080-26001942,"Near Taluk Office, Sidlaghatta, Chikkaballapura"
STN-KA-CHB-0016,Sidlaghatta PS-17,KA-CHB,Chikkaballapura,Sidlaghatta,town,67.04,11059,14,13.442432,78.073429,1956,false,true,080-23361682,"Near Bus Stand, Sidlaghatta, Chikkaballapura"
STN-KA-CHB-0017,Sidlaghatta PS-18,KA-CHB,Chikkaballapura,Sidlaghatta,town,110.14,53403,19,13.497171,77.573394,1955,false,false,080-23741740,"Near Bus Stand, Sidlaghatta, Chikkaballapura"
STN-KA-RMN-0000,Ramanagara Rural PS,KA-RMN,Ramanagara,Ramanagara,rural,407.11,15317,6,12.913042,77.203363,1951,true,true,080-21932555,"Near Bus Stand, Ramanagara, Ramanagara"
STN-KA-RMN-0001,Ramanagara PS-2,KA-RMN,Ramanagara,Ramanagara,rural,469.45,3972,8,12.587073,77.642691,1972,false,false,080-22995428,"Near Bus Stand, Ramanagara, Ramanagara"
STN-KA-RMN-0002,Ramanagara PS-3,KA-RMN,Ramanagara,Ramanagara,town,61.41,27988,13,12.968057,77.352536,1980,false,false,080-22874940,"Near Court Complex, Ramanagara, Ramanagara"
STN-KA-RMN-0003,Ramanagara PS-4,KA-RMN,Ramanagara,Ramanagara,town,135.93,35124,21,12.799775,77.688491,1981,false,false,080-29853693,"Near Bus Stand, Ramanagara, Ramanagara"
STN-KA-RMN-0004,Ramanagara PS-5,KA-RMN,Ramanagara,Ramanagara,rural,168.64,7143,11,12.604619,77.240704,2010,false,false,080-22809068,"Near Court Complex, Ramanagara, Ramanagara"
STN-KA-RMN-0005,Ramanagara PS-6,KA-RMN,Ramanagara,Ramanagara,rural,262.64,18836,11,12.634168,77.400473,1954,false,false,080-27584644,"Near Bus Stand, Ramanagara, Ramanagara"
STN-KA-RMN-0006,Channapatna PS-7,KA-RMN,Ramanagara,Channapatna,rural,281.98,11340,6,12.875811,77.347524,1995,false,true,080-28594331,"Near Taluk Office, Channapatna, Ramanagara"
STN-KA-RMN-0007,Channapatna PS-8,KA-RMN,Ramanagara,Channapatna,rural,278.63,11946,6,12.720844,77.332812,1959,false,true,080-28418218,"Near Main Road, Channapatna, Ramanagara"
STN-KA-RMN-0008,Channapatna PS-9,KA-RMN,Ramanagara,Channapatna,rural,174.97,13936,8,12.651358,77.607782,1985,true,false,080-22312992,"Near Taluk Office, Channapatna, Ramanagara"
STN-KA-RMN-0009,Channapatna PS-10,KA-RMN,Ramanagara,Channapatna,town,63.82,63183,30,12.994637,77.675744,2000,false,false,080-23521118,"Near Court Complex, Channapatna, Ramanagara"
STN-KA-RMN-0010,Kanakapura PS-11,KA-RMN,Ramanagara,Kanakapura,town,124.32,70476,12,12.922901,77.414396,2003,false,false,080-29369182,"Near Main Road, Kanakapura, Ramanagara"
STN-KA-RMN-0011,Kanakapura PS-12,KA-RMN,Ramanagara,Kanakapura,rural,256.95,19377,9,12.612745,77.41286,2001,false,false,080-25027078,"Near Taluk Office, Kanakapura, Ramanagara"
STN-KA-RMN-0012,Kanakapura PS-13,KA-RMN,Ramanagara,Kanakapura,town,33.87,61234,22,12.767245,77.294169,1963,false,false,080-25111102,"Near Main Road, Kanakapura, Ramanagara"
STN-KA-RMN-0013,Kanakapura PS-14,KA-RMN,Ramanagara,Kanakapura,town,96.35,74043,16,12.955673,77.392947,1976,false,false,080-21174060,"Near Court Complex, Kanakapura, Ramanagara"
STN-KA-RMN-0014,Magadi PS-15,KA-RMN,Ramanagara,Magadi,town,31.33,61262,14,12.709207,77.571571,1999,false,false,080-22179901,"Near Bus Stand, Magadi, Ramanagara"
STN-KA-RMN-0015,Magadi PS-16,KA-RMN,Ramanagara,Magadi,rural,316.17,9651,8,12.600851,77.695543,2007,true,false,080-24141290,"Near Taluk Office, Magadi, Ramanagara"
STN-KA-RMN-0016,Magadi PS-17,KA-RMN,Ramanagara,Magadi,rural,408.05,14363,10,12.806514,77.604992,1972,false,true,080-27249042,"Near Court Complex, Magadi, Ramanagara"
STN-KA-RMN-0017,Magadi PS-18,KA-RMN,Ramanagara,Magadi,rural,349.02,10854,8,12.941278,77.468869,1958,false,false,080-23644931,"Near Court Complex, Magadi, Ramanagara"
STN-KA-GBG-0000,Gadag Rural PS,KA-GBG,Gadag,Gadag,rural,498.36,19528,10,15.425468,75.55166,2014,true,true,080-27749462,"Near Court Complex, Gadag, Gadag"
STN-KA-GBG-0001,Gadag PS-2,KA-GBG,Gadag,Gadag,rural,288.84,6757,9,15.535148,75.678547,2009,true,false,080-24065012,"Near Court Complex, Gadag, Gadag"
STN-KA-GBG-0002,Ron PS-3,KA-GBG,Gadag,Ron,rural,206.48,6293,5,15.467327,75.63451,1959,false,true,080-24584412,"Near Bus Stand, Ron, Gadag"
STN-KA-GBG-0003,Ron PS-4,KA-GBG,Gadag,Ron,rural,162.06,10083,12,15.520506,75.829846,1963,false,false,080-20879382,"Near Main Road, Ron, Gadag"
STN-KA-GBG-0004,Shirhatti PS-5,KA-GBG,Gadag,Shirhatti,town,122.05,41265,10,15.213972,75.408736,1974,false,true,080-21620732,"Near Bus Stand, Shirhatti, Gadag"
STN-KA-GBG-0005,Shirhatti PS-6,KA-GBG,Gadag,Shirhatti,rural,435.47,9786,10,15.669462,75.472482,1977,true,false,080-20251567,"Near Court Complex, Shirhatti, Gadag"
STN-KA-GBG-0006,Mundargi PS-7,KA-GBG,Gadag,Mundargi,rural,227.03,15090,7,15.405548,75.860527,2013,false,true,080-28995633,"Near Bus Stand, Mundargi, Gadag"
STN-KA-GBG-0007,Mundargi PS-8,KA-GBG,Gadag,Mundargi,rural,493.5,7355,9,15.689011,75.799822,1958,false,false,080-29815290,"Near Court Complex, Mundargi, Gadag"
STN-KA-GBG-0008,Nargund PS-9,KA-GBG,Gadag,Nargund,rural,326.2,10622,5,15.354424,75.842748,1981,false,true,080-26283463,"Near Court Complex, Nargund, Gadag"
STN-KA-GBG-0009,Nargund PS-10,KA-GBG,Gadag,Nargund,rural,374.71,13770,9,15.521801,75.856296,2003,false,true,080-20397508,"Near Bus Stand, Nargund, Gadag"
STN-KA-HVR-0000,Haveri Rural PS,KA-HVR,Haveri,Haveri,rural,168.93,10289,12,14.592982,75.265417,1950,true,false,080-23229034,"Near Main Road, Haveri, Haveri"
STN-KA-HVR-0001,Haveri PS-2,KA-HVR,Haveri,Haveri,rural,210.79,10743,10,14.834993,75.186878,1975,false,true,080-24177013,"Near Taluk Office, Haveri, Haveri"
STN-KA-HVR-0002,Haveri PS-3,KA-HVR,Haveri,Haveri,rural,220.49,5621,10,14.62663,75.282428,2004,false,false,080-22615206,"Near Court Complex, Haveri, Haveri"
STN-KA-HVR-0003,Haveri PS-4,KA-HVR,Haveri,Haveri,town,81.29,30027,22,14.583508,75.169935,2011,true,true,080-27872850,"Near Bus Stand, Haveri, Haveri"
STN-KA-HVR-0004,Haveri PS-5,KA-HVR,Haveri,Haveri,rural,451.58,19103,10,14.982296,75.223887,2012,false,false,080-21195114,"Near Court Complex, Haveri, Haveri"
STN-KA-HVR-0005,Byadagi PS-6,KA-HVR,Haveri,Byadagi,town,44.94,35457,18,14.705765,75.293173,1997,false,false,080-27114216,"Near Bus Stand, Byadagi, Haveri"
STN-KA-HVR-0006,Hanagal PS-7,KA-HVR,Haveri,Hanagal,rural,276.5,7845,11,14.966559,75.08842,1981,false,false,080-22708302,"Near Main Road, Hanagal, Haveri"
STN-KA-HVR-0007,Hirekerur PS-8,KA-HVR,Haveri,Hirekerur,town,107.33,20531,16,14.499494,75.256123,1988,false,false,080-26422127,"Near Taluk Office, Hirekerur, Haveri"
STN-KA-HVR-0008,Ranebennur PS-9,KA-HVR,Haveri,Ranebennur,rural,454.3,7676,10,14.819405,75.003852,1971,false,true,080-21171745,"Near Court Complex, Ranebennur, Haveri"
STN-KA-HVR-0009,Shiggaon PS-10,KA-HVR,Haveri,Shiggaon,rural,209.72,7401,6,14.701568,75.066143,1977,true,true,080-23065690,"Near Bus Stand, Shiggaon, Haveri"
STN-KA-KPT-0000,Koppal Rural PS,KA-KPT,Koppal,Koppal,rural,304.26,8443,5,15.426637,76.166057,1993,true,true,080-28140210,"Near Main Road, Koppal, Koppal"
STN-KA-KPT-0001,Koppal PS-2,KA-KPT,Koppal,Koppal,town,120.22,15486,26,15.425399,76.312044,1984,false,false,080-25654424,"Near Court Complex, Koppal, Koppal"
STN-KA-KPT-0002,Koppal PS-3,KA-KPT,Koppal,Koppal,rural,499.81,14836,10,15.566485,76.585183,1992,false,true,080-26741225,"Near Bus Stand, Koppal, Koppal"
STN-KA-KPT-0003,Koppal PS-4,KA-KPT,Koppal,Koppal,town,134.28,42576,29,15.508948,76.396137,1950,false,false,080-25405343,"Near Main Road, Koppal, Koppal"
STN-KA-KPT-0004,Gangavathi PS-5,KA-KPT,Koppal,Gangavathi,rural,407.53,10653,10,15.643523,76.476376,1994,false,false,080-27988000,"Near Main Road, Gangavathi, Koppal"
STN-KA-KPT-0005,Gangavathi PS-6,KA-KPT,Koppal,Gangavathi,rural,200.11,4040,5,15.380809,76.403837,2009,true,false,080-21940765,"Near Court Complex, Gangavathi, Koppal"
STN-KA-KPT-0006,Kushtagi PS-7,KA-KPT,Koppal,Kushtagi,rural,480.47,6456,6,15.757402,76.1959,1999,false,true,080-24322289,"Near Court Complex, Kushtagi, Koppal"
STN-KA-KPT-0007,Kushtagi PS-8,KA-KPT,Koppal,Kushtagi,town,140.73,21854,17,15.586392,76.226206,1998,false,false,080-27331010,"Near Bus Stand, Kushtagi, Koppal"
STN-KA-KPT-0008,Yelburga PS-9,KA-KPT,Koppal,Yelburga,rural,188.98,6804,6,15.711998,76.572441,1950,false,false,080-23185283,"Near Court Complex, Yelburga, Koppal"
STN-KA-KPT-0009,Yelburga PS-10,KA-KPT,Koppal,Yelburga,rural,387.76,10279,4,15.522976,76.276362,1968,false,true,080-23672603,"Near Court Complex, Yelburga, Koppal"
STN-KA-YDG-0000,Yadgir Rural PS,KA-YDG,Yadgir,Yadgir,rural,411.47,13490,5,16.464072,77.093368,2011,false,true,080-24890476,"Near Court Complex, Yadgir, Yadgir"
STN-KA-YDG-0001,Yadgir PS-2,KA-YDG,Yadgir,Yadgir,town,69.98,39500,15,16.736437,76.709371,1970,false,false,080-25660802,"Near Court Complex, Yadgir, Yadgir"
STN-KA-YDG-0002,Yadgir PS-3,KA-YDG,Yadgir,Yadgir,rural,286.87,12252,12,16.536263,76.59163,1956,false,false,080-27676121,"Near Bus Stand, Yadgir, Yadgir"
STN-KA-YDG-0003,Yadgir PS-4,KA-YDG,Yadgir,Yadgir,rural,464.03,9411,4,16.517335,77.099299,1963,false,false,080-22476408,"Near Court Complex, Yadgir, Yadgir"
STN-KA-YDG-0004,Gurmatkal PS-5,KA-YDG,Yadgir,Gurmatkal,rural,169.72,8886,5,16.888166,76.955068,2005,false,false,080-26777894,"Near Bus Stand, Gurmatkal, Yadgir"
STN-KA-YDG-0005,Gurmatkal PS-6,KA-YDG,Yadgir,Gurmatkal,town,77.6,32608,12,16.818937,76.955218,1985,false,false,080-20194656,"Near Main Road, Gurmatkal, Yadgir"
STN-KA-YDG-0006,Gurmatkal PS-7,KA-YDG,Yadgir,Gurmatkal,town,88.71,39482,28,16.464235,77.021752,1973,false,false,080-27275548,"Near Taluk Office, Gurmatkal, Yadgir"
STN-KA-YDG-0007,Shorapur PS-8,KA-YDG,Yadgir,Shorapur,rural,468.11,16281,10,16.633636,76.875492,2012,true,false,080-29042613,"Near Main Road, Shorapur, Yadgir"
